animeID,name,title_english,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast
14173,Upotte!!: Miatte Waratte,,OVA,Manga,,Military,Xebec,1.0,Finished Airing,False,2012-10-13,,26 min,R+ - Mild Nudity,6.55,6440,5601,3639,12345,8,,
14175,Hanasaku Iroha: Home Sweet Home,Hanasaku Iroha the Movie: Home Sweet Home,Movie,Original,Sotsu,Slice of Life,P.A. Works,1.0,Finished Airing,False,2013-03-09,,1 hr 6 min,PG-13 - Teens 13 or older,7.95,22202,629,1617,52323,60,,
14181,Oedo wa Nemurenai!,,OVA,Manga,Shueisha,Fantasy,Madhouse,1.0,Finished Airing,False,1993-07-23,,30 min,PG-13 - Teens 13 or older,5.76,49,12345,11184,308,0,,
14183,Aitsu to Lullaby: Suiyobi no Cinderella,,Movie,Manga,,Romance,Studio Pierrot,1.0,Finished Airing,False,1987-08-01,,50 min,PG-13 - Teens 13 or older,5.89,71,7991,10939,348,0,,
14189,Tasogare Otome x Amnesia: Taima Otome,Dusk Maiden of Amnesia: Ghost Girl,Special,Manga,,Horror,Silver Link.,1.0,Finished Airing,False,2012-11-28,,24 min,R - 17+ (violence & profanity),7.56,29823,1499,1625,51853,74,,
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,OniAi,TV,Light novel,Lantis,Comedy,Silver Link.,12.0,Finished Airing,False,2012-10-05,2012-12-02,24 min per ep,R+ - Mild Nudity,6.69,80333,4934,530,173523,334,Fall 2012,Unknown
14211,Instant History,,TV,Original,Fuji TV,Historical,,312.0,Finished Airing,False,1961-05-01,1962-02-02,3 min per ep,G - All Ages,6.33,55,6513,11177,308,0,Spring 1961,Not scheduled once per week
14213,Otogi Manga Calendar,,TV,Original,TBS,Historical,,312.0,Finished Airing,False,1962-06-25,1964-06-02,5 min per ep,G - All Ages,6.49,35,12453,11541,259,0,Summer 1962,Not scheduled once per week
14227,Tonari no Kaibutsu-kun,My Little Monster,TV,Manga,TV Tokyo,Slice of Life,"""Brains Base""",13.0,Finished Airing,False,2012-10-02,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.69,305147,1141,90,528354,4337,Fall 2012,Tuesdays at Unknown
14231,Akuemon,,OVA,Manga,,Fantasy,Tezuka Productions,1.0,Finished Airing,False,1993-07-16,,25 min,PG-13 - Teens 13 or older,6.16,385,7179,9305,785,1,,
14235,Salad Land,,ONA,Unknown,,Fantasy,,1.0,Finished Airing,False,2012-02-09,,4 min,G - All Ages,4.99,90,9751,11762,235,0,,
14237,Busou Shinki,Busou Shinki: Armored War Goddess,TV,Other,,Action,8bit,12.0,Finished Airing,False,2012-10-05,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,6.36,10305,6367,2311,29977,41,Fall 2012,Fridays at 01:55 (JST)
14247,Lunn wa Kaze no Naka,,OVA,Manga,,Drama,Tezuka Productions,1.0,Finished Airing,False,1985-04-13,,24 min,G - All Ages,6.13,312,7301,9641,656,0,,
14249,Ribbon no Kishi (1999),,Movie,Unknown,,Adventure,,1.0,Finished Airing,False,1999-12-04,,8 min,G - All Ages,6.18,63,7126,11297,290,0,,
14253,My Melody no Akazukin,,Movie,Unknown,Sanrio,Fantasy,,1.0,Finished Airing,False,1989-07-22,,33 min,G - All Ages,5.87,61,8070,11789,233,0,,
14267,Persona 4 the Animation: The Factor of Hope,Persona 4 the Animation: The Factor of Hope,Movie,Unknown,Index,Adventure,AIC A.S.T.A.,1.0,Finished Airing,False,2012-06-09,,1 hr 30 min,PG-13 - Teens 13 or older,7.44,3261,1879,3487,13700,15,,
14277,Chitose Get You!!,,TV,4-koma manga,AT-X,Comedy,Silver Link.,26.0,Finished Airing,False,2012-07-02,2012-12-02,3 min per ep,PG-13 - Teens 13 or older,6.34,7043,6458,3265,15756,13,Summer 2012,Unknown
14283,Vividred Operation,Vividred Operation,TV,Original,Aniplex,Action,A-1 Pictures,12.0,Finished Airing,False,2013-01-11,2013-03-02,24 min per ep,R+ - Mild Nudity,6.52,21667,5725,1580,54553,107,Winter 2013,Fridays at 01:30 (JST)
14289,Sukitte Ii na yo.,"Say ""I Love You"".",TV,Manga,Starchild Records,Drama,Zexcs,13.0,Finished Airing,False,2012-10-07,2012-12-03,24 min per ep,PG-13 - Teens 13 or older,7.66,192636,1221,204,341170,3695,Fall 2012,Unknown
14293,Nerawareta Gakuen,Psychic School Wars,Movie,Novel,Aniplex,Sci-Fi,Sunrise,1.0,Finished Airing,False,2012-10-19,,1 hr 46 min,PG-13 - Teens 13 or older,7.14,27934,3126,1414,64417,150,,
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,,Special,Original,,Sci-Fi,Production I.G,1.0,Finished Airing,False,2012-06-03,,10 min,PG-13 - Teens 13 or older,6.54,3439,5615,4932,5916,4,,
14333,Tanken Driland,,TV,Unknown,TV Tokyo,Adventure,Toei Animation,37.0,Finished Airing,False,2012-07-07,2013-03-03,20 min per ep,PG - Children,6.51,597,5762,5371,4752,5,Summer 2012,Unknown
14345,Btooom!,BTOOOM!,TV,Manga,Sotsu,Action,Madhouse,12.0,Finished Airing,False,2012-10-04,2012-12-02,24 min per ep,R - 17+ (violence & profanity),7.56,297567,1476,96,506551,3062,Fall 2012,Thursdays at 23:00 (JST)
14347,Ryo,,Movie,Original,,Action,Gonzo,1.0,Finished Airing,False,2013-03-02,,25 min,PG-13 - Teens 13 or older,5.92,5228,7929,3920,10338,5,,
14349,Little Witch Academia,,Movie,Original,Half H.P Studio,Adventure,Trigger,1.0,Finished Airing,False,2013-03-02,,26 min,PG-13 - Teens 13 or older,7.94,119739,646,436,202177,1112,,
14353,Death Billiards,Death Billiards,Movie,Original,,Game,Madhouse,1.0,Finished Airing,False,2013-03-02,,25 min,R - 17+ (violence & profanity),8.0,87528,567,649,144607,237,,
14355,Yama no Susume,Encouragement of Climb,TV,Manga,Earth Star Entertainment,Adventure,8bit,12.0,Finished Airing,False,2013-01-03,2013-03-02,3 min per ep,G - All Ages,6.83,17531,4309,1756,46649,86,Winter 2013,Thursdays at 01:30 (JST)
14359,Vocaloid China Project Senden Animation,,Music,Unknown,,Music,,5.0,Finished Airing,False,2012-06-07,2012-11-01,2 min per ep,G - All Ages,6.06,683,7558,7264,2090,18,,
14367,Tenshi na Konamaiki Specials,Cheeky Angel DVD Specials,Special,Unknown,,Shounen,TMS Entertainment,13.0,Finished Airing,False,2002-08-21,2003-08-02,33 sec per ep,G - All Ages,6.28,148,6744,9480,714,2,,
14373,Arata naru Sekai: World's/Start/Load/End,World's End,OVA,Unknown,Aniplex,Sci-Fi,Madhouse,1.0,Finished Airing,False,2012-10-20,,30 min,PG-13 - Teens 13 or older,6.39,7564,6223,3177,16567,20,,
14381,Sore Ike! Anpanman: Yomigaere Bananajima,,Movie,Unknown,,Kids,TMS Entertainment,1.0,Finished Airing,False,2012-07-07,,45 min,PG - Children,6.0,26,13045,12466,181,0,,
14397,Chihayafuru 2,,TV,Manga,VAP,Drama,Madhouse,25.0,Finished Airing,False,2013-01-12,2013-06-02,22 min per ep,PG-13 - Teens 13 or older,8.47,68382,120,769,125327,1225,Winter 2013,Unknown
14407,Persona 3 the Movie 1: Spring of Birth,Persona 3 the Movie: #1 Spring of Birth,Movie,Game,Aniplex,Action,AIC A.S.T.A.,1.0,Finished Airing,False,2013-11-23,,1 hr 38 min,R - 17+ (violence & profanity),7.7,34030,1116,1343,68790,393,,
14467,K,K,TV,Original,Starchild Records,Action,GoHands,13.0,Finished Airing,False,2012-10-05,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.66,222693,1212,130,435740,5598,Fall 2012,Thursdays at Unknown
14479,Mahoutsukai Nara Miso wo Kue!,,OVA,Light novel,AIC,Magic,,1.0,Finished Airing,False,2012-06-15,,12 min,PG-13 - Teens 13 or older,5.29,2535,9327,5215,5093,2,,
14511,Minami-ke Tadaima,,TV,Manga,,Comedy,feel.,13.0,Finished Airing,False,2013-01-06,2013-03-03,24 min per ep,PG-13 - Teens 13 or older,7.75,18902,996,1925,40804,62,Winter 2013,Unknown
14513,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,TV,Manga,Aniplex,Action,A-1 Pictures,25.0,Finished Airing,False,2012-10-07,2013-03-03,24 min per ep,PG-13 - Teens 13 or older,8.2,275656,321,92,521235,6656,Fall 2012,Unknown
14515,Sasami-san@Ganbaranai,,TV,Light novel,Aniplex,Comedy,Shaft,12.0,Finished Airing,False,2013-01-11,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,6.71,21807,4857,1374,66940,125,Winter 2013,Unknown
14519,Neko Ramen: Ore no Shouyu Aji,,ONA,Unknown,Think Corporation,Comedy,,13.0,Finished Airing,False,2008-01-01,,2 min per ep,G - All Ages,6.17,83,7163,10991,339,0,,
14527,Medaka Box Abnormal,Medaka Box Abnormal,TV,Manga,TV Tokyo,Action,Gainax,12.0,Finished Airing,False,2012-10-11,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.55,49136,1525,1005,94966,248,Fall 2012,Thursdays at 01:35 (JST)
14529,Super Majingga 3,,Movie,Unknown,,Action,,1.0,Finished Airing,False,1982-12-18,,1 hr 5 min,PG - Children,4.86,75,9871,11828,229,0,,
14537,Cinnamon no Parade,,ONA,Unknown,Sanrio,Fantasy,,1.0,Finished Airing,False,2012-06-21,,8 min,G - All Ages,5.83,75,8163,11342,284,0,,
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,,TV,Unknown,Pastel,Comedy,AIC Frontier,12.0,Finished Airing,False,2012-07-31,2012-11-01,5 min per ep,PG-13 - Teens 13 or older,5.29,1166,9328,5675,4148,1,Summer 2012,Unknown
14575,Minami-ke Omatase,,OVA,Manga,Starchild Records,Comedy,feel.,1.0,Finished Airing,False,2012-10-05,,25 min,PG-13 - Teens 13 or older,7.48,9576,1742,2965,19030,5,,
14583,Rinne no Lagrange Specials,Lagrange: The Flower of Rin-ne Specials,Special,Original,Bandai Visual,Comedy,Production I.G,6.0,Finished Airing,False,2012-03-23,2012-08-02,3 min per ep,PG-13 - Teens 13 or older,6.26,1508,6815,5770,3975,2,,
14617,Stranger: Mukou Hadan Pilot,Sword of the Stranger Pilot,Special,Original,,Action,Bones,1.0,Finished Airing,False,2009-04-11,,3 min,R - 17+ (violence & profanity),7.07,2941,3414,4477,7490,21,,
14623,Chikyuu SOS Sore Ike Kororin,Do it Kororin Earth SOS,TV,Unknown,NHK,Action,Studio Gallop,26.0,Finished Airing,False,1992-04-08,1993-03-01,25 min per ep,G - All Ages,5.39,18,10639,12849,158,1,Spring 1992,Unknown
14627,Recorder to Randoseru,,OVA,4-koma manga,Takeshobo,Comedy,Seven,2.0,Finished Airing,False,2012-07-17,,3 min per ep,PG-13 - Teens 13 or older,6.88,5572,4113,4011,9789,2,,
14629,Starship Troopers: Invasion,,Movie,Book,Sony Pictures Worldwide Acquisitions,Action,Sola Digital Arts,1.0,Finished Airing,False,2012-07-21,,1 hr 29 min,R+ - Mild Nudity,6.77,2114,4583,5855,3843,4,,
14631,Dangerous Jiisan Ja,,OVA,Unknown,,Comedy,J.C.Staff,2.0,Finished Airing,False,2012-07-27,2012-11-02,30 min per ep,G - All Ages,5.85,26,10737,12202,197,0,,
14645,Hiiro no Kakera Dai Ni Shou,Hiiro no Kakera: The Tamayori Princess Saga Season 2,TV,Visual novel,Bandai Visual,Fantasy,Studio Deen,13.0,Finished Airing,False,2012-09-30,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.35,16988,2266,2093,35613,133,Fall 2012,Unknown
14647,Tantei Opera Milky Holmes: Alternative,,Special,Card game,Sotsu,Comedy,J.C.Staff,2.0,Finished Airing,False,2012-08-18,,24 min per ep,PG-13 - Teens 13 or older,6.55,1845,5595,5473,4539,2,,
14653,Hayate no Gotoku! Can't Take My Eyes Off You,Hayate the Combat Butler: Can't Take My Eyes Off You,TV,Manga,TV Tokyo,Comedy,Manglobe,12.0,Finished Airing,False,2012-10-04,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.09,18565,3322,1971,39202,63,Fall 2012,Unknown
14663,Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,,Special,Other,,Action,Arms,1.0,Finished Airing,False,2012-06-01,,3 min,R+ - Mild Nudity,6.21,4953,7008,3812,10974,6,,
14669,Aura: Maryuuin Kouga Saigo no Tatakai,Aura: Koga Maryuin's Last War,Movie,Light novel,Sotsu,Supernatural,AIC A.S.T.A.,1.0,Finished Airing,False,2013-04-13,,1 hr 23 min,R+ - Mild Nudity,7.58,15397,1423,2128,34437,134,,
14675,Rinne no Lagrange: Kamogawa Memoria,Lagrange: The Flower of Rin-ne Episode 00,Special,Unknown,,Action,Production I.G,1.0,Finished Airing,False,2012-07-01,,24 min,PG-13 - Teens 13 or older,6.44,602,6034,7087,2259,0,,
14685,Onegai☆Teacher: Reminiscence Disc,,OVA,Original,Bandai Visual,Comedy,,1.0,Finished Airing,False,2003-03-28,,57 min,PG-13 - Teens 13 or older,6.87,1186,4147,6157,3369,1,,
14693,Yurumates 3D Plus,,TV,Unknown,DAX Production,Comedy,C2C,13.0,Finished Airing,False,2012-07-03,2012-09-02,3 min per ep,PG-13 - Teens 13 or older,6.46,2102,5973,5859,3836,2,Summer 2012,Unknown
14713,Kamisama Hajimemashita,Kamisama Kiss,TV,Manga,TV Tokyo,Comedy,TMS Entertainment,13.0,Finished Airing,False,2012-10-02,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,8.13,151473,406,270,293405,7096,Fall 2012,Tuesdays at 02:05 (JST)
14719,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure,TV,Manga,Yomiko Advertising,Action,David Production,26.0,Finished Airing,False,2012-10-06,,24 min per ep,R - 17+ (violence & profanity),8.39,232092,176,143,416791,15096,Fall 2012,Saturdays at 00:30 (JST)
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,,Movie,Manga,,Adventure,TMS Entertainment,1.0,Finished Airing,False,2013-04-20,,1 hr 50 min,G - All Ages,7.84,11306,813,2860,20463,13,,
14741,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions!",TV,Light novel,Lantis,Slice of Life,Kyoto Animation,12.0,Finished Airing,False,2012-10-04,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.87,355806,757,63,624382,11647,Fall 2012,Thursdays at 00:30 (JST)
14743,Nara Shika Monogatari,Nara Deer Story,ONA,Unknown,,Comedy,,1.0,Finished Airing,False,2004-01-01,,1 min,G - All Ages,5.22,161,9441,11190,306,0,,
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,TV,Light novel,Aniplex,Comedy,A-1 Pictures,13.0,Finished Airing,False,2013-01-06,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,7.25,133911,2674,312,258747,1498,Winter 2013,Sundays at 00:00 (JST)
14751,Bishoujo Senshi Sailor Moon Crystal,Pretty Guardian Sailor Moon Crystal,ONA,Manga,Starchild Records,Demons,Toei Animation,26.0,Finished Airing,False,2014-07-05,2015-07-01,24 min per ep,PG-13 - Teens 13 or older,7.03,31426,3546,1063,88793,831,,
14753,Hori-san to Miyamura-kun,,OVA,Web manga,,Comedy,Gonzo,4.0,Finished Airing,False,2012-09-26,2018-12-01,23 min per ep,PG-13 - Teens 13 or older,7.41,18553,2010,1829,44302,210,,
14765,Ixion Saga DT,,TV,Game,Sotsu,Action,"""Brains Base""",25.0,Finished Airing,False,2012-10-08,,24 min per ep,PG-13 - Teens 13 or older,7.31,30115,2431,1241,75084,279,Fall 2012,Unknown
14781,Roboteuwang Sseonsyakeu,,Movie,Unknown,,Action,,1.0,Finished Airing,False,1985-07-20,,1 hr 1 min,PG - Children,4.47,62,10117,12127,204,0,,
14807,Kara no Kyoukai: Mirai Fukuin,the Garden of sinners -recalled out summer-,Movie,Light novel,Notes,Drama,ufotable,1.0,Finished Airing,False,2013-09-28,,1 hr 30 min,R - 17+ (violence & profanity),8.08,28217,470,1444,62234,159,,
14811,GJ-bu,GJ Club,TV,Light novel,VAP,Comedy,Doga Kobo,12.0,Finished Airing,False,2013-01-10,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,7.42,53084,1963,803,119971,641,Winter 2013,Unknown
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,TV,Light novel,Geneon Universal Entertainment,Slice of Life,"""Brains Base""",13.0,Finished Airing,False,2013-04-05,2013-06-02,24 min per ep,PG-13 - Teens 13 or older,8.1,340376,450,74,587060,15575,Spring 2013,Unknown
14817,Mouretsu Pirates: Abyss of Hyperspace,Bodacious Space Pirates the Movie: Abyss of Hyperspace,Movie,Light novel,Starchild Records,Sci-Fi,Satelight,1.0,Finished Airing,False,2014-02-22,,1 hr 33 min,PG-13 - Teens 13 or older,7.21,3530,2828,3962,10074,12,,
14821,Taekwon Dongja Maruchi Arachi,,Movie,Unknown,,Action,,1.0,Finished Airing,False,1977-07-27,,1 hr 16 min,G - All Ages,4.93,30,13137,12569,175,0,,
14827,D.C.III: Da Capo III,,TV,Visual novel,Lantis,Ecchi,Kazami Gakuen Koushiki Douga-bu,13.0,Finished Airing,False,2013-01-05,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,6.68,8277,4962,2786,21548,42,Winter 2013,Unknown
14829,Fate/kaleid liner Prisma☆Illya,Fate/Kaleid Liner Prisma Illya,TV,Manga,Lantis,Action,Silver Link.,10.0,Finished Airing,False,2013-07-13,2013-09-01,24 min per ep,PG-13 - Teens 13 or older,7.22,69928,2775,587,159909,768,Summer 2013,Saturdays at 01:30 (JST)
14833,Maoyuu Maou Yuusha,Maoyu ~ Archenemy & Hero,TV,Light novel,Genco,Adventure,Arms,12.0,Finished Airing,False,2013-01-05,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,7.42,118469,1972,328,250033,819,Winter 2013,Saturdays at Unknown
14835,The iDOLM@STER Shiny Festa,THE IDOLM@STER SHINY FESTA,OVA,Game,,Comedy,A-1 Pictures,3.0,Finished Airing,False,2012-10-25,,23 min per ep,PG-13 - Teens 13 or older,7.27,6084,2601,3549,13153,12,,
14837,Dragon Ball Z Movie 14: Kami to Kami,Dragon Ball Z: Battle of Gods,Movie,Manga,,Action,Toei Animation,1.0,Finished Airing,False,2013-03-30,,1 hr 25 min,PG-13 - Teens 13 or older,7.54,73068,1544,929,106552,174,,
14853,Tsukumo,Possessions,Movie,Unknown,,Supernatural,Sunrise,1.0,Finished Airing,False,2012-06-04,,14 min,PG-13 - Teens 13 or older,6.75,2679,4695,5193,5156,4,,
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,,OVA,Manga,Bandai Visual,Action,Bones,1.0,Finished Airing,False,2012-09-20,,31 min,PG-13 - Teens 13 or older,6.35,3447,6412,4282,8343,1,,
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,,OVA,Manga,AIC,Comedy,,1.0,Finished Airing,False,2013-01-26,,26 min,PG-13 - Teens 13 or older,6.43,1571,6055,5567,4334,2,,
14893,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest","So, I Can't Play H! Episode 13",OVA,Light novel,Sotsu,Comedy,feel.,1.0,Finished Airing,False,2013-03-29,,24 min,R+ - Mild Nudity,6.83,24659,4274,1825,44341,20,,
14913,Battle Spirits: Sword Eyes,,TV,Card game,Nagoya Broadcasting Network,Game,Sunrise,29.0,Finished Airing,False,2012-09-09,2013-03-03,25 min per ep,PG - Children,6.89,340,4052,7968,1505,7,Fall 2012,Unknown
14921,RDG: Red Data Girl,Red Data Girl,TV,Novel,Lantis,Fantasy,P.A. Works,12.0,Finished Airing,False,2013-04-04,2013-06-02,24 min per ep,PG-13 - Teens 13 or older,6.65,36742,5129,1097,84772,210,Spring 2013,Unknown
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,Pocket Monsters: Sing Meloetta - Search for the Rinka Berries,OVA,Unknown,,Adventure,,1.0,Finished Airing,False,2012-07-03,,7 min,PG - Children,6.31,967,6604,6745,2652,1,,
14941,AKB0048: Next Stage,AKB0048: Next Stage,TV,Original,Starchild Records,Music,Satelight,13.0,Finished Airing,False,2013-01-06,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,7.76,14740,967,2416,27597,310,Winter 2013,Unknown
14947,Onegai My Melody: Yuu & Ai,,Movie,Unknown,TV Osaka,Fantasy,Studio Comet,1.0,Finished Airing,False,2012-08-11,,12 min,PG - Children,5.93,62,7899,10370,457,1,,
14949,Yurumates 3D OVA,,OVA,Unknown,Takeshobo,Slice of Life,,1.0,Finished Airing,False,2012-08-30,,3 min,PG-13 - Teens 13 or older,6.17,648,7177,8189,1366,1,,
14951,Wonderful Rush,,Music,Music,Lantis,Music,Sunrise,1.0,Finished Airing,False,2012-09-05,,6 min,PG-13 - Teens 13 or older,7.4,5458,2082,4013,9794,18,,
14957,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,,Special,Unknown,,Fantasy,,8.0,Finished Airing,False,2008-01-25,2008-08-02,5 min per ep,PG-13 - Teens 13 or older,6.62,1721,5275,4836,6145,1,,
14967,Boku wa Tomodachi ga Sukunai Next,Haganai: I don't have many friends NEXT,TV,Light novel,Media Factory,Harem,AIC Build,12.0,Finished Airing,False,2013-01-11,2013-03-02,24 min per ep,R+ - Mild Nudity,7.56,198075,1475,237,317367,1037,Winter 2013,Unknown
14989,Chousoku Henkei Gyrozetter,,TV,Game,TV Tokyo,Action,A-1 Pictures,51.0,Finished Airing,False,2012-10-02,2013-09-02,25 min per ep,G - All Ages,6.55,680,5559,5792,3949,13,Fall 2012,Tuesdays at 18:00 (JST)
15005,Kyou no Asuka Show,,ONA,Manga,Lantis,Comedy,Silver Link.,20.0,Finished Airing,False,2012-08-03,,3 min per ep,PG-13 - Teens 13 or older,6.77,9320,4564,2599,24497,34,,
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,,Special,Visual novel,,Adventure,,1.0,Finished Airing,False,2011-02-02,,18 min,R+ - Mild Nudity,6.46,294,5960,8221,1351,0,,
15021,Yuki no Taiyou Pilot,,Special,Manga,,Drama,Studio Ghibli,1.0,Finished Airing,False,1972-01-01,,4 min,PG - Children,5.43,889,9084,7714,1702,0,,
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party: Tortured Souls,OVA,Visual novel,MAGES.,Mystery,Asread,4.0,Finished Airing,False,2013-07-24,,29 min per ep,R - 17+ (violence & profanity),6.93,118905,3902,438,201595,1253,,
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,anohana: The Flower We Saw That Day The Movie,Movie,Original,Aniplex,Slice of Life,A-1 Pictures,1.0,Finished Airing,False,2013-08-31,,1 hr 39 min,PG-13 - Teens 13 or older,8.11,70129,428,638,147955,446,,
15043,Haitai Nanafa,,TV,Original,Ryukyu Asahi Broadcasting,Comedy,Passione,13.0,Finished Airing,False,2012-10-06,2012-12-02,3 min per ep,G - All Ages,6.08,2545,7470,4399,7867,13,Fall 2012,Unknown
15045,Litchi DE Hikari Club,Lychee Light Club,TV,Manga,Nelke Planning,Comedy,Kachidoki Studio,8.0,Finished Airing,False,2012-10-02,2012-11-02,3 min per ep,PG-13 - Teens 13 or older,5.29,3974,9328,4156,8959,14,Fall 2012,Unknown
15051,Love Live! School Idol Project,Love Live! School Idol Project,TV,Other,Bandai Visual,Slice of Life,Sunrise,13.0,Finished Airing,False,2013-01-06,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,7.59,130834,1403,310,258970,6793,Winter 2013,Sundays at 22:00 (JST)
15059,Initial D Fifth Stage,,TV,Manga,Avex Entertainment,Action,SynergySP,14.0,Finished Airing,False,2012-11-04,2013-05-01,27 min per ep,PG-13 - Teens 13 or older,8.14,28196,386,1588,54032,305,Fall 2012,Unknown
15061,Aikatsu!,,TV,Original,TV Tokyo,Music,Sunrise,178.0,Finished Airing,False,2012-10-08,2016-03-03,24 min per ep,PG - Children,7.43,5293,1901,2563,24959,626,Fall 2012,Thursdays at 18:30 (JST)
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,,Movie,Unknown,Ajia-Do,Adventure,Sunrise,1.0,Finished Airing,False,2012-12-22,,1 hr 22 min,PG - Children,6.36,55,6373,11400,275,0,,
15069,Robin-kun to 100 nin no Otomodachi Season 2,Robin with his 100 Friends Season 2,TV,Unknown,,Kids,,13.0,Finished Airing,False,2012-07-07,2012-09-02,20 min per ep,PG - Children,5.36,11,12683,13509,127,1,Summer 2012,Unknown
15077,Tabisuru Nuigurumi: Traveling Daru,,Movie,Unknown,CoMix Wave Films,Kids,,1.0,Finished Airing,False,2012-07-06,,10 min,G - All Ages,7.36,1961,2248,6173,3340,7,,
15085,Amnesia,Amnesia,TV,Visual novel,Geneon Universal Entertainment,Harem,"""Brains Base""",12.0,Finished Airing,False,2013-01-07,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,6.31,90659,6577,494,184098,944,Winter 2013,Unknown
15093,Koihime†Musou OVA Omake,,Special,Visual novel,,Adventure,,1.0,Finished Airing,False,2009-04-01,,12 min,R+ - Mild Nudity,6.34,357,6476,8262,1321,1,,
15095,Shin Koihime†Musou OVA Omake,,Special,Visual novel,,Adventure,,1.0,Finished Airing,False,2010-07-07,,12 min,R+ - Mild Nudity,6.48,304,5876,8217,1353,0,,
15109,Cuticle Tantei Inaba,Cuticle Detective Inaba,TV,Manga,Frontier Works,Action,Zexcs,12.0,Finished Airing,False,2013-01-04,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,7.39,25152,2090,1332,69197,343,Winter 2013,Unknown
15111,Spy Penguin,Spy Penguin,OVA,Original,WField,Kids,Next Media Animation,5.0,Finished Airing,False,2012-09-04,,4 min per ep,PG - Children,4.89,18,13069,13010,151,0,,
15117,Kami nomi zo Shiru Sekai: Tenri-hen,The World God Only Knows: Tenri Arc,OVA,Manga,Geneon Universal Entertainment,Comedy,Manglobe,2.0,Finished Airing,False,2012-10-18,2012-12-01,23 min per ep,PG-13 - Teens 13 or older,7.8,56898,894,1029,92488,91,,
15119,Senran Kagura,Senran Kagura: Ninja Flash,TV,Game,Genco,Action,Artland,12.0,Finished Airing,False,2013-01-06,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,6.44,25389,6036,1090,85615,233,Winter 2013,Sundays at 20:30 (JST)
15125,Teekyuu,Teekyu,TV,Manga,DAX Production,Comedy,MAPPA,12.0,Finished Airing,False,2012-10-07,2012-12-02,2 min per ep,PG-13 - Teens 13 or older,6.68,19319,4996,1788,45653,177,Fall 2012,Sundays at 22:27 (JST)
15127,Sakura Taisen: Kanadegumi,,Music,Manga,,Music,A-1 Pictures,1.0,Finished Airing,False,2012-09-20,,2 min,PG-13 - Teens 13 or older,5.72,502,8445,7268,2086,3,,
15129,Tanpen Animation Junpei Fujita,Short Animations of Junpei Fujita,Special,Unknown,,Music,,3.0,Finished Airing,False,2009-08-01,,26 min per ep,None,6.77,26,13178,12954,154,0,,
15133,Aoi Sekai no Chuushin de,World War Blue,Special,Manga,DAX Production,Action,Fifth Avenue,3.0,Finished Airing,False,2012-10-20,,23 min per ep,R+ - Mild Nudity,5.93,16039,7880,2110,34892,43,,
15137,Entotsuya Peroo,,Movie,Original,,Kids,,1.0,Finished Airing,False,1930-04-13,,25 min,G - All Ages,5.21,72,9448,11676,243,0,,
15139,Tsuki no Miya no Oujo-sama,,Movie,Original,,Kids,,1.0,Finished Airing,False,1934-10-25,,11 min,G - All Ages,5.45,69,9036,11841,227,1,,
